order_id,user_id,status,gender,created_at,returned_at,shipped_at,delivered_at,num_of_item
415,329,Shipped,F,3/5/2021 15:15:00,,3/6/2021 6:37:00,,1
416,329,Shipped,F,12/22/2022 15:15:00,,12/25/2022 1:58:00,,4
417,330,Shipped,F,3/13/2023 8:35:00,,3/14/2023 8:09:00,,1
422,334,Shipped,F,4/21/2022 1:50:00,,4/24/2022 0:08:00,,1
424,334,Shipped,F,12/19/2022 1:50:00,,12/19/2022 12:23:00,,2
443,347,Shipped,F,12/15/2022 1:35:00,,12/15/2022 4:34:00,,1
445,347,Shipped,F,12/7/2022 1:35:00,,12/8/2022 6:21:00,,3
447,351,Shipped,F,8/26/2022 16:40:00,,8/27/2022 17:42:00,,2
456,359,Shipped,F,3/27/2023 2:42:00,,3/29/2023 6:07:00,,1
458,359,Shipped,F,4/3/2023 2:42:00,,4/4/2023 1:29:00,,2
463,362,Shipped,F,2/25/2021 14:45:00,,2/26/2021 6:37:00,,2
468,365,Shipped,F,1/10/2022 4:51:00,,1/12/2022 21:19:00,,1
477,368,Shipped,F,2/15/2023 7:22:00,,2/16/2023 2:37:00,,1
483,371,Shipped,F,7/7/2023 18:01:00,,7/8/2023 0:17:00,,1
490,377,Shipped,F,11/13/2020 4:06:00,,11/15/2020 20:19:00,,1
504,392,Shipped,F,9/12/2022 0:30:00,,9/12/2022 19:39:00,,1
511,397,Shipped,F,8/8/2023 0:07:38,,8/10/2023 17:41:38,,1
532,413,Shipped,F,4/1/2023 6:55:00,,4/4/2023 1:24:00,,1
533,413,Shipped,F,1/6/2022 6:55:00,,1/8/2022 15:48:00,,2
537,418,Shipped,F,7/2/2022 5:32:00,,7/5/2022 5:20:00,,1
538,418,Shipped,F,1/13/2022 5:32:00,,1/14/2022 2:20:00,,1
541,419,Shipped,F,4/30/2023 11:14:00,,5/2/2023 0:23:00,,1
542,419,Shipped,F,6/21/2023 11:14:00,,6/23/2023 13:34:00,,2
546,423,Shipped,F,11/5/2022 8:47:00,,11/7/2022 16:11:00,,1
548,423,Shipped,F,2/8/2022 8:47:00,,2/9/2022 7:43:00,,1
549,423,Shipped,F,11/18/2021 8:47:00,,11/19/2021 1:38:00,,2
558,432,Shipped,F,7/29/2023 3:19:00,,7/31/2023 6:23:00,,2
565,437,Shipped,F,5/28/2022 2:23:00,,5/30/2022 3:49:00,,1
580,446,Shipped,F,7/5/2021 10:21:00,,7/7/2021 18:33:00,,1
607,472,Shipped,F,1/6/2021 5:47:00,,1/7/2021 12:59:00,,1
611,475,Shipped,F,6/20/2023 13:05:00,,6/21/2023 16:27:00,,1
643,497,Shipped,F,6/21/2022 8:44:00,,6/23/2022 23:28:00,,1
650,500,Shipped,F,4/6/2023 5:20:00,,4/7/2023 9:36:00,,1
651,501,Shipped,F,8/29/2021 1:02:00,,8/29/2021 14:35:00,,1
653,503,Shipped,F,11/2/2022 15:50:00,,11/5/2022 10:18:00,,1
654,503,Shipped,F,5/21/2022 15:50:00,,5/24/2022 1:14:00,,1
655,504,Shipped,F,2/20/2023 7:45:00,,2/21/2023 12:04:00,,3
656,505,Shipped,F,6/1/2023 15:18:00,,6/2/2023 16:36:00,,2
659,508,Shipped,F,7/5/2023 12:35:00,,7/8/2023 8:29:00,,4
666,516,Shipped,F,7/29/2022 1:39:00,,7/30/2022 4:53:00,,1
680,530,Shipped,F,12/19/2022 16:20:00,,12/20/2022 22:32:00,,1
682,531,Shipped,F,3/20/2022 3:29:00,,3/21/2022 17:02:00,,1
683,531,Shipped,F,12/25/2022 3:29:00,,12/27/2022 6:27:00,,1
684,531,Shipped,F,5/13/2023 3:29:00,,5/14/2023 18:59:00,,2
698,542,Shipped,F,8/24/2019 13:02:00,,8/27/2019 5:20:00,,1
706,550,Shipped,F,10/9/2021 14:26:00,,10/10/2021 17:20:00,,2
710,551,Shipped,F,1/28/2021 17:25:00,,1/29/2021 7:25:00,,1
739,574,Shipped,F,2/27/2023 17:40:00,,3/1/2023 0:59:00,,1
740,574,Shipped,F,6/12/2023 17:40:00,,6/13/2023 11:01:00,,1
747,582,Shipped,F,3/20/2023 15:50:00,,3/21/2023 22:34:00,,1
760,591,Shipped,F,3/13/2023 8:20:00,,3/14/2023 16:05:00,,1
761,592,Shipped,F,4/23/2023 3:46:00,,4/25/2023 21:52:00,,1
767,597,Shipped,F,8/14/2020 2:35:00,,8/14/2020 4:36:00,,1
817,636,Shipped,F,7/16/2023 12:49:00,,7/18/2023 4:25:00,,1
819,638,Shipped,F,8/8/2023 10:25:46,,8/11/2023 0:54:46,,2
823,644,Shipped,F,1/31/2023 16:47:00,,2/2/2023 13:10:00,,1
824,644,Shipped,F,6/3/2021 16:47:00,,6/3/2021 21:54:00,,1
825,644,Shipped,F,2/8/2022 16:47:00,,2/11/2022 8:05:00,,2
826,644,Shipped,F,7/8/2022 16:47:00,,7/8/2022 23:15:00,,1
832,649,Shipped,F,6/12/2020 2:58:00,,6/12/2020 21:37:00,,1
836,655,Shipped,F,5/22/2023 1:17:00,,5/23/2023 0:02:00,,4
837,655,Shipped,F,6/19/2023 1:17:00,,6/21/2023 3:18:00,,1
841,659,Shipped,F,10/4/2022 1:10:00,,10/6/2022 20:55:00,,2
844,660,Shipped,F,4/10/2022 10:41:00,,4/11/2022 2:08:00,,1
846,662,Shipped,F,11/2/2022 15:17:00,,11/3/2022 0:07:00,,1
859,672,Shipped,F,12/30/2021 16:48:00,,1/1/2022 5:29:00,,1
860,672,Shipped,F,4/14/2020 16:48:00,,4/15/2020 9:37:00,,1
864,679,Shipped,F,8/25/2022 17:51:00,,8/26/2022 0:25:00,,1
878,688,Shipped,F,5/10/2022 6:46:00,,5/11/2022 1:04:00,,1
904,712,Shipped,F,6/8/2023 17:01:00,,6/11/2023 16:46:00,,2
906,713,Shipped,F,7/23/2021 17:36:00,,7/24/2021 2:45:00,,1
925,728,Shipped,F,5/1/2020 0:38:00,,5/2/2020 16:28:00,,2
926,728,Shipped,F,5/10/2023 0:38:00,,5/10/2023 18:03:00,,1
927,728,Shipped,F,8/13/2022 0:38:00,,8/13/2022 15:44:00,,1
932,736,Shipped,F,6/16/2023 11:29:00,,6/16/2023 13:02:00,,1
943,744,Shipped,F,7/10/2023 4:33:00,,7/12/2023 20:59:00,,2
944,746,Shipped,F,12/30/2021 6:31:00,,1/1/2022 8:00:00,,3
945,747,Shipped,F,3/6/2023 16:37:00,,3/8/2023 23:32:00,,1
964,768,Shipped,F,4/29/2021 4:17:00,,5/1/2021 11:48:00,,1
969,772,Shipped,F,2/26/2023 5:49:00,,2/26/2023 7:03:00,,2
992,792,Shipped,F,6/6/2023 8:50:00,,6/7/2023 14:35:00,,1
997,794,Shipped,F,12/19/2021 5:48:00,,12/20/2021 23:49:00,,2
1003,799,Shipped,F,7/3/2021 6:15:00,,7/5/2021 17:18:00,,1
1017,807,Shipped,F,4/14/2023 4:26:00,,4/14/2023 5:34:00,,1
1021,808,Shipped,F,2/28/2023 3:06:00,,3/1/2023 10:52:00,,1
1026,814,Shipped,F,12/6/2022 11:34:00,,12/7/2022 18:21:00,,1
1049,829,Shipped,F,10/1/2022 4:14:00,,10/1/2022 16:56:00,,1
1051,829,Shipped,F,12/4/2022 4:14:00,,12/4/2022 20:46:00,,3
1065,840,Shipped,F,1/22/2023 9:25:00,,1/23/2023 8:09:00,,1
1075,849,Shipped,F,8/13/2021 8:47:00,,8/13/2021 15:47:00,,1
1080,854,Shipped,F,5/3/2022 5:06:00,,5/5/2022 14:39:00,,1
1109,880,Shipped,F,7/30/2023 1:15:00,,8/1/2023 18:16:00,,1
1115,885,Shipped,F,11/3/2021 11:35:00,,11/4/2021 2:21:00,,2
1116,885,Shipped,F,9/24/2021 11:35:00,,9/27/2021 6:45:00,,1
1118,886,Shipped,F,1/19/2021 16:31:00,,1/21/2021 3:51:00,,4
1122,888,Shipped,F,6/3/2023 15:50:00,,6/3/2023 17:16:00,,2
1129,896,Shipped,F,8/7/2023 10:41:55,,8/7/2023 21:45:55,,1
1146,908,Shipped,F,5/15/2023 0:50:00,,5/17/2023 15:56:00,,4
1154,912,Shipped,F,4/29/2023 3:31:00,,4/30/2023 3:29:00,,1
1173,926,Shipped,F,6/3/2021 7:45:00,,6/4/2021 0:25:00,,1
1176,928,Shipped,F,8/27/2019 12:26:00,,8/29/2019 17:32:00,,1
1178,928,Shipped,F,10/13/2021 12:26:00,,10/14/2021 3:29:00,,1
1183,932,Shipped,F,11/7/2022 1:34:00,,11/7/2022 23:50:00,,1
1185,935,Shipped,F,7/10/2022 5:52:00,,7/12/2022 23:13:00,,1
1203,948,Shipped,F,7/18/2022 6:33:00,,7/21/2022 1:29:00,,2
1205,952,Shipped,F,4/25/2021 16:21:00,,4/27/2021 16:33:00,,1
1206,952,Shipped,F,3/6/2022 16:21:00,,3/8/2022 16:08:00,,1
1213,957,Shipped,F,8/21/2021 4:45:00,,8/22/2021 19:16:00,,1
1225,966,Shipped,F,11/7/2022 14:33:00,,11/8/2022 9:28:00,,1
1228,970,Shipped,F,9/2/2022 9:22:00,,9/4/2022 23:22:00,,1
1251,987,Shipped,F,2/10/2023 12:18:00,,2/12/2023 22:14:00,,2
1253,988,Shipped,F,7/8/2023 9:54:00,,7/10/2023 13:21:00,,3
1255,988,Shipped,F,6/3/2023 9:54:00,,6/3/2023 13:33:00,,1
1265,993,Shipped,F,1/17/2021 0:32:00,,1/19/2021 23:28:00,,4
1267,998,Shipped,F,4/15/2022 5:57:00,,4/16/2022 3:06:00,,1
1269,1002,Shipped,F,6/16/2023 14:31:00,,6/18/2023 18:43:00,,1
1276,1008,Shipped,F,5/3/2022 6:45:00,,5/5/2022 1:01:00,,1
1291,1020,Shipped,F,5/22/2023 16:09:00,,5/25/2023 10:25:00,,1
1306,1033,Shipped,F,6/29/2020 5:00:00,,6/29/2020 19:12:00,,2
1311,1035,Shipped,F,3/4/2022 17:25:00,,3/7/2022 7:02:00,,1
1312,1036,Shipped,F,6/10/2021 16:08:00,,6/11/2021 3:53:00,,2
1318,1039,Shipped,F,6/8/2023 13:33:00,,6/9/2023 13:22:00,,1
1319,1039,Shipped,F,4/6/2022 13:33:00,,4/6/2022 18:25:00,,1
1320,1040,Shipped,F,10/12/2021 10:09:00,,10/15/2021 4:44:00,,4
1344,1061,Shipped,F,4/22/2023 12:55:00,,4/23/2023 5:17:00,,1
1358,1072,Shipped,F,6/12/2023 10:16:00,,6/14/2023 22:53:00,,4
1375,1082,Shipped,F,12/12/2021 16:12:00,,12/14/2021 12:11:00,,4
1378,1082,Shipped,F,5/14/2022 16:12:00,,5/14/2022 20:22:00,,1
1380,1084,Shipped,F,8/7/2023 9:51:01,,8/7/2023 23:59:01,,1
1412,1118,Shipped,F,6/3/2020 0:02:00,,6/3/2020 15:07:00,,1
1416,1120,Shipped,F,12/1/2022 17:47:00,,12/2/2022 13:36:00,,1
1424,1125,Shipped,F,7/15/2023 11:57:00,,7/17/2023 13:01:00,,4
1455,1148,Shipped,F,5/14/2023 11:42:00,,5/16/2023 13:53:00,,1
1457,1150,Shipped,F,10/13/2021 4:29:00,,10/14/2021 19:07:00,,1
1465,1155,Shipped,F,6/27/2023 4:42:00,,6/29/2023 0:14:00,,1
1466,1156,Shipped,F,10/9/2021 16:35:00,,10/9/2021 19:21:00,,1
1467,1156,Shipped,F,4/7/2022 16:35:00,,4/9/2022 4:56:00,,1
1485,1168,Shipped,F,4/30/2021 6:31:00,,5/2/2021 12:42:00,,1
1486,1169,Shipped,F,4/15/2022 8:22:00,,4/16/2022 3:20:00,,1
1498,1180,Shipped,F,4/28/2023 2:34:00,,4/30/2023 3:16:00,,4
1499,1182,Shipped,F,12/21/2020 8:00:00,,12/22/2020 12:19:00,,1
1501,1183,Shipped,F,7/25/2023 6:39:00,,7/27/2023 8:39:00,,2
1512,1189,Shipped,F,10/6/2022 3:20:00,,10/8/2022 17:21:00,,1
1513,1189,Shipped,F,6/11/2019 3:20:00,,6/12/2019 6:53:00,,1
1516,1193,Shipped,F,2/1/2020 8:08:00,,2/3/2020 12:56:00,,1
1527,1205,Shipped,F,11/10/2022 9:13:00,,11/13/2022 2:00:00,,4
1528,1206,Shipped,F,7/29/2023 8:46:00,,7/29/2023 9:34:00,,1
1537,1213,Shipped,F,8/6/2023 15:42:00,,8/9/2023 14:01:00,,1
1539,1215,Shipped,F,8/9/2022 13:01:00,,8/11/2022 11:05:00,,1
1542,1218,Shipped,F,10/26/2022 7:45:00,,10/26/2022 8:13:00,,1
1556,1229,Shipped,F,3/29/2023 11:06:00,,4/1/2023 2:09:00,,1
1563,1235,Shipped,F,1/5/2023 9:08:00,,1/6/2023 3:17:00,,1
1575,1249,Shipped,F,1/12/2023 18:46:00,,1/13/2023 20:15:00,,4
1576,1250,Shipped,F,6/2/2023 12:43:00,,6/2/2023 15:44:00,,1
1590,1258,Shipped,F,9/11/2020 6:30:00,,9/12/2020 0:36:00,,1
1592,1260,Shipped,F,6/15/2023 14:45:00,,6/16/2023 8:03:00,,2
1594,1261,Shipped,F,9/30/2021 17:15:00,,10/1/2021 0:11:00,,4
1595,1261,Shipped,F,12/3/2020 17:15:00,,12/6/2020 14:43:00,,1
1601,1265,Shipped,F,6/22/2021 13:25:00,,6/23/2021 11:14:00,,1
1603,1266,Shipped,F,12/31/2020 17:02:00,,1/1/2021 18:34:00,,1
1610,1272,Shipped,F,9/17/2022 5:43:00,,9/19/2022 23:10:00,,1
1611,1273,Shipped,F,7/7/2023 6:57:00,,7/8/2023 19:24:00,,1
1629,1283,Shipped,F,2/8/2023 0:27:00,,2/9/2023 16:40:00,,1
1634,1284,Shipped,F,5/8/2022 7:36:00,,5/9/2022 16:25:00,,1
1640,1290,Shipped,F,8/8/2021 12:37:00,,8/9/2021 3:09:00,,1
1643,1292,Shipped,F,12/15/2020 10:35:00,,12/16/2020 15:00:00,,4
1652,1299,Shipped,F,5/31/2022 5:14:00,,6/2/2022 22:31:00,,1
1657,1301,Shipped,F,3/7/2023 2:56:00,,3/9/2023 0:02:00,,3
1675,1310,Shipped,F,3/5/2020 11:38:00,,3/8/2020 1:04:00,,1
1676,1312,Shipped,F,5/5/2023 1:47:00,,5/8/2023 1:24:00,,1
1687,1322,Shipped,F,7/30/2023 13:26:00,,7/30/2023 17:37:00,,1
1689,1327,Shipped,F,11/5/2021 5:08:00,,11/6/2021 9:15:00,,1
1691,1327,Shipped,F,2/8/2023 5:08:00,,2/10/2023 7:26:00,,1
1695,1328,Shipped,F,8/25/2022 4:42:00,,8/27/2022 12:11:00,,1
1701,1334,Shipped,F,12/24/2021 16:33:00,,12/27/2021 0:08:00,,1
1702,1334,Shipped,F,2/23/2022 16:33:00,,2/24/2022 2:36:00,,1
1706,1338,Shipped,F,3/31/2022 10:18:00,,4/2/2022 9:18:00,,1
1713,1347,Shipped,F,10/22/2022 8:05:00,,10/24/2022 5:59:00,,1
1718,1351,Shipped,F,7/21/2023 2:13:00,,7/22/2023 9:43:00,,4
1723,1356,Shipped,F,4/25/2020 0:07:00,,4/25/2020 21:01:00,,1
1724,1356,Shipped,F,11/28/2019 0:07:00,,11/28/2019 3:29:00,,2
1732,1364,Shipped,F,7/17/2023 7:20:00,,7/19/2023 19:00:00,,1
1733,1364,Shipped,F,7/15/2023 7:20:00,,7/15/2023 23:46:00,,2
1735,1365,Shipped,F,8/9/2020 1:23:00,,8/9/2020 13:21:00,,1
1736,1367,Shipped,F,7/24/2023 3:54:00,,7/26/2023 21:19:00,,1
1763,1391,Shipped,F,1/23/2023 9:38:00,,1/25/2023 8:26:00,,1
1765,1394,Shipped,F,5/21/2023 13:17:00,,5/23/2023 21:58:00,,1
1769,1396,Shipped,F,8/19/2022 0:30:00,,8/20/2022 4:26:00,,1
1772,1402,Shipped,F,12/15/2021 4:41:00,,12/17/2021 10:44:00,,1
1785,1416,Shipped,F,1/7/2023 8:22:00,,1/9/2023 7:35:00,,4
1805,1434,Shipped,F,5/4/2021 10:14:00,,5/6/2021 21:37:00,,1
1806,1435,Shipped,F,8/22/2021 17:35:00,,8/23/2021 19:12:00,,1
1808,1437,Shipped,F,6/19/2023 10:56:00,,6/21/2023 7:08:00,,2
1814,1440,Shipped,F,8/25/2021 4:18:00,,8/27/2021 4:57:00,,1
1816,1440,Shipped,F,11/3/2021 4:18:00,,11/4/2021 6:41:00,,1
1831,1452,Shipped,F,2/23/2023 2:03:00,,2/24/2023 22:19:00,,1
1843,1458,Shipped,F,1/27/2022 2:48:00,,1/29/2022 20:22:00,,1
1849,1466,Shipped,F,3/15/2023 1:26:00,,3/16/2023 1:57:00,,1
1857,1472,Shipped,F,7/28/2023 13:05:00,,7/31/2023 6:26:00,,1
1858,1473,Shipped,F,4/28/2023 12:51:00,,5/1/2023 11:52:00,,1
1861,1476,Shipped,F,6/23/2020 0:48:00,,6/25/2020 4:54:00,,1
1883,1498,Shipped,F,3/9/2023 4:03:00,,3/9/2023 4:13:00,,1
1892,1508,Shipped,F,8/10/2022 0:49:00,,8/11/2022 18:20:00,,1
1895,1509,Shipped,F,3/1/2022 1:25:00,,3/1/2022 15:32:00,,1
1896,1510,Shipped,F,6/18/2023 18:24:00,,6/20/2023 18:56:00,,2
1905,1516,Shipped,F,5/16/2021 17:26:00,,5/17/2021 20:35:00,,2
1906,1517,Shipped,F,5/17/2023 5:07:00,,5/19/2023 11:19:00,,2
1924,1529,Shipped,F,11/23/2019 9:55:00,,11/25/2019 22:31:00,,1
1927,1531,Shipped,F,9/5/2022 12:42:00,,9/6/2022 15:35:00,,1
1932,1536,Shipped,F,11/2/2022 9:12:00,,11/3/2022 2:09:00,,2
1936,1539,Shipped,F,1/30/2023 13:44:00,,2/1/2023 1:12:00,,1
1941,1542,Shipped,F,7/19/2021 8:51:00,,7/21/2021 21:39:00,,2
1942,1542,Shipped,F,3/18/2019 8:51:00,,3/19/2019 18:37:00,,2
1947,1545,Shipped,F,11/21/2021 8:20:00,,11/23/2021 3:26:00,,1
1951,1548,Shipped,F,10/30/2022 4:11:00,,10/31/2022 0:02:00,,2
1955,1550,Shipped,F,2/21/2023 6:15:00,,2/22/2023 10:30:00,,2
1957,1551,Shipped,F,7/16/2022 8:30:00,,7/17/2022 4:10:00,,1
1959,1553,Shipped,F,5/20/2023 2:33:00,,5/21/2023 20:08:00,,1
1962,1557,Shipped,F,9/3/2022 14:18:00,,9/5/2022 0:44:00,,1
1963,1557,Shipped,F,3/1/2022 14:18:00,,3/4/2022 1:26:00,,1
1964,1557,Shipped,F,7/31/2022 14:18:00,,8/2/2022 22:43:00,,1
1974,1562,Shipped,F,3/30/2023 18:25:00,,4/2/2023 8:02:00,,1
1981,1566,Shipped,F,3/16/2021 8:10:00,,3/18/2021 8:13:00,,1
1983,1569,Shipped,F,1/12/2022 9:49:00,,1/12/2022 19:09:00,,1
1986,1569,Shipped,F,8/20/2022 9:49:00,,8/21/2022 20:21:00,,3
1993,1574,Shipped,F,9/7/2022 14:52:00,,9/10/2022 13:49:00,,1
1996,1575,Shipped,F,8/5/2022 13:36:00,,8/8/2022 11:19:00,,1
2002,1580,Shipped,F,10/19/2022 11:31:00,,10/20/2022 21:48:00,,1
2016,1589,Shipped,F,11/8/2021 0:14:00,,11/10/2021 14:32:00,,2
2017,1590,Shipped,F,10/22/2022 15:58:00,,10/24/2022 11:47:00,,2
2019,1593,Shipped,F,8/5/2023 5:58:00,,8/7/2023 5:42:00,,1
2024,1596,Shipped,F,7/2/2023 9:16:00,,7/5/2023 7:18:00,,2
2035,1605,Shipped,F,2/16/2023 1:15:00,,2/17/2023 14:23:00,,3
2036,1605,Shipped,F,6/23/2023 1:15:00,,6/24/2023 9:34:00,,3
2042,1608,Shipped,F,1/28/2023 0:11:00,,1/30/2023 23:52:00,,1
2048,1610,Shipped,F,1/6/2022 5:57:00,,1/8/2022 18:18:00,,1
2062,1623,Shipped,F,6/27/2023 9:59:00,,6/28/2023 2:28:00,,1
2082,1637,Shipped,F,9/7/2022 17:12:00,,9/8/2022 0:24:00,,1
2087,1640,Shipped,F,10/27/2022 11:43:00,,10/29/2022 2:46:00,,1
2107,1653,Shipped,F,12/4/2019 5:20:00,,12/7/2019 5:05:00,,2
2114,1660,Shipped,F,3/26/2022 7:20:00,,3/28/2022 4:57:00,,1
2124,1669,Shipped,F,6/10/2021 13:53:00,,6/12/2021 3:28:00,,1
2125,1670,Shipped,F,11/8/2022 15:31:00,,11/9/2022 22:17:00,,3
2126,1671,Shipped,F,1/1/2022 4:29:00,,1/4/2022 4:13:00,,1
2148,1690,Shipped,F,3/5/2020 9:35:00,,3/8/2020 0:52:00,,2
2170,1701,Shipped,F,11/7/2022 5:37:00,,11/7/2022 19:32:00,,4
2174,1703,Shipped,F,7/4/2023 1:56:00,,7/4/2023 18:28:00,,2
2178,1707,Shipped,F,9/7/2020 10:27:00,,9/10/2020 1:01:00,,1
2179,1707,Shipped,F,11/25/2020 10:27:00,,11/26/2020 22:57:00,,1
2180,1707,Shipped,F,3/15/2023 10:27:00,,3/15/2023 10:52:00,,1
2190,1713,Shipped,F,9/14/2022 4:45:00,,9/14/2022 8:43:00,,1
2194,1717,Shipped,F,2/2/2023 10:54:00,,2/3/2023 13:04:00,,1
2207,1728,Shipped,F,10/27/2022 18:40:00,,10/30/2022 3:02:00,,1
2208,1729,Shipped,F,7/7/2023 14:33:00,,7/10/2023 1:01:00,,1
2218,1736,Shipped,F,5/26/2021 14:31:00,,5/27/2021 4:27:00,,1
2223,1738,Shipped,F,6/20/2020 5:33:00,,6/22/2020 7:26:00,,2
2254,1762,Shipped,F,8/27/2022 10:05:00,,8/27/2022 16:50:00,,1
2264,1769,Shipped,F,3/1/2023 15:20:00,,3/1/2023 23:39:00,,1
2273,1779,Shipped,F,7/24/2023 12:39:00,,7/24/2023 21:24:00,,1
2274,1779,Shipped,F,6/3/2020 12:39:00,,6/6/2020 11:28:00,,1
2277,1782,Shipped,F,12/5/2021 10:24:00,,12/5/2021 23:27:00,,1
2279,1783,Shipped,F,9/1/2020 12:47:00,,9/2/2020 22:34:00,,1
2298,1798,Shipped,F,5/16/2022 10:46:00,,5/18/2022 15:54:00,,1
2302,1803,Shipped,F,3/22/2023 14:05:00,,3/23/2023 18:11:00,,1
2304,1803,Shipped,F,5/18/2023 14:05:00,,5/20/2023 21:42:00,,1
2317,1811,Shipped,F,3/1/2023 5:24:00,,3/3/2023 14:57:00,,1
2319,1812,Shipped,F,5/20/2022 1:33:00,,5/20/2022 6:23:00,,1
2323,1815,Shipped,F,1/28/2023 17:23:00,,1/29/2023 17:59:00,,1
2324,1815,Shipped,F,4/28/2023 17:23:00,,4/29/2023 16:52:00,,1
2325,1815,Shipped,F,7/10/2023 17:23:00,,7/12/2023 0:07:00,,1
2327,1816,Shipped,F,2/24/2020 0:42:00,,2/25/2020 22:57:00,,1
2331,1818,Shipped,F,8/2/2023 11:32:00,,8/3/2023 19:33:00,,1
2332,1818,Shipped,F,2/27/2023 11:32:00,,3/1/2023 19:28:00,,1
2346,1831,Shipped,F,3/11/2021 9:12:00,,3/14/2021 8:14:00,,1
2361,1842,Shipped,F,5/31/2022 16:58:00,,6/1/2022 1:51:00,,1
